know behind ukraine free rich advanced west cant win stupid keep fighting get killed ukraine ukrainerussiawar warinukraine russiaukrainewar russiaisaterroriststate russians russia ukrainewar bachmut, {'neg': 0.267, 'neu': 0.424, 'pos': 0.309, 'compound': 0.1541}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
ghost tabor vr pain come feel ghostsoftabor got escapefromtarkov eft gaming twitch ttv streamer live facebookgaming meta metagaming livestream giveaway tarkov russia ukraine, {'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.6808}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
sorry lula support brazil cant let russia run riot stealing land killing citizens countries dictators theocratic imperialists russia communist state putin wants emperor east ukrainewillwin, {'neg': 0.364, 'neu': 0.56, 'pos': 0.076, 'compound': -0.8834}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.33};
two pages example purportedly cia operations center intelligence update includes information events concerning russia hungary iran, {'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4767}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
ℹ️🎦 vuhledar direction fighters dpr obtf kaskad destroy afu help atgms scorched firing point afu give rest rf fighters result precise work ashes remained russia ukraine 🇷🇺🇺🇦, {'neg': 0.415, 'neu': 0.515, 'pos': 0.07, 'compound': -0.9081}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.0, 'Fear': 0.75};
russia soldiers cowards putin dont obey throw away weapons go home eat hot dinner whole family stay close family lover worried protagonists russia family putin ukraine беларусь belarus, {'neg': 0.15, 'neu': 0.737, 'pos': 0.112, 'compound': -0.0772}, {'Happy': 0.1, 'Angry': 0.2, 'Surprise': 0.3, 'Sad': 0.3, 'Fear': 0.1};
russia ministry defence country claims us resumed one militarybiological programs previously conducted territory ukraine allegedly us plans broaden format ukrainian specialist training continue building biolabs, {'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.1027}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.67};
countrys support ukrainewar ukraine russia war putin stopwar standwithukraine peace stopputin ukrainetoday usa nowar nato trump helpukraine news military ukrainerussia kyiv refugees nowarinukraine kiev vladimirputin prayforukraine ww worldwar army stopwarinukraine istandwithukraine ukraina, {'neg': 0.1, 'neu': 0.742, 'pos': 0.159, 'compound': 0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
russia ukraine war moskva sink india cancel mi17 helicopter deal russia nda new batch russia ukraine america china trump, {'neg': 0.258, 'neu': 0.742, 'pos': 0.0, 'compound': -0.7096}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.5, 'Fear': 0.0};
📷russia us news 🔫 04082023 russian warship theadmiralgorshkovtrip south africa syria spotted jeddah port saudiarabia two day break refuelling docking first time since reestablishmet diplomatic ties iran, {'neg': 0.064, 'neu': 0.936, 'pos': 0.0, 'compound': -0.1779}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33};
russia officially captured bakhmut city ukraine, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
sorry lola support brazil cant let russia run riot stealing land killing citizens countries dictators theocratic imperialists, {'neg': 0.469, 'neu': 0.433, 'pos': 0.097, 'compound': -0.8834}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.4, 'Sad': 0.2, 'Fear': 0.4};
another dead z ukraine ukrainerussianwar helpukraine bahmut stopputinnow russia slavaukraine nafo, {'neg': 0.323, 'neu': 0.677, 'pos': 0.0, 'compound': -0.6486}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
war day 308 ukraine attacks russian strategic base war ukraine explained russia ukraine america china trump, {'neg': 0.451, 'neu': 0.549, 'pos': 0.0, 'compound': -0.8934}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.33, 'Fear': 0.0};
athletes criticise ioc plan readmit russian belarusian athletes video sport internationalolympiccommittee ukraine russia, {'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.4404}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
japan bypasses us sanctions buy russian oil thejimmydoreshow japan russia usa oilcap sanctions via, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
outcome russiaukraine conflict preordained ltc tony shaffer col douglas macgregor explore question hard truth war worldnews us putin biden nato, {'neg': 0.293, 'neu': 0.618, 'pos': 0.089, 'compound': -0.6486}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
outcome russiaukraine conflict preordained ltc tony shaffer col douglas macgregor explore question hard truth war worldnews us putin biden nato, {'neg': 0.293, 'neu': 0.618, 'pos': 0.089, 'compound': -0.6486}, {'Happy': 0.0, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.33};
ukraine war areas russia currently hold russia ukraine america china trump, {'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
ukrainian counterattack north avdiivka appears pretty successful russian lines showing signs collapsing like kharkiv region last fall avdiivka ukraine russia, {'neg': 0.079, 'neu': 0.578, 'pos': 0.343, 'compound': 0.8074}, {'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.4, 'Fear': 0.4};
russian dysfunction ukraine war daily update 310 russia ukraine america china trump, {'neg': 0.401, 'neu': 0.599, 'pos': 0.0, 'compound': -0.7717}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
russias merchant death warns donald trump life danger knowing ukraine london uk canada washingtondc nyc florida, {'neg': 0.401, 'neu': 0.599, 'pos': 0.0, 'compound': -0.8271}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.0, 'Fear': 0.8};
blinken ruled ceasefire talks russia ukraine time russia must get point ready enter constructive negotiations us secretary state said, {'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}, {'Happy': 0.25, 'Angry': 0.0, 'Surprise': 0.25, 'Sad': 0.25, 'Fear': 0.25};
screenshots movie 'officialsecrets ' based true story whistleblower katharinegun risked job prison end illegal uswar warcrimes nato ukraine russia keiraknightley mattsmith movies, {'neg': 0.308, 'neu': 0.594, 'pos': 0.098, 'compound': -0.7184}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
oppression israeli forces still continues holy month ramadan beating worshipers alaqsa mosque stop proclamation islam alaqsaunderattack welldonedgisi naseemshah maryamaurangzaib pushpatherule iran palestine russia yemen, {'neg': 0.185, 'neu': 0.747, 'pos': 0.068, 'compound': -0.5106}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
michael hudson us strategy ukraine followed used afghanistan used alqaeda russia latter neonazis russia former, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
horrible gopro footage ukraine war video ukrainian 92nd brigade attack russian dnipro river360p russia ukraine america china trump, {'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.8885}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.5};
🇷🇺russia usa news 🪖 04082023 russian warship theadmiralgorshkov south africa syria spotted jeddah port saudiarabia 2 day break refuelling docking first time since reestablishmet diplomatic ties iran, {'neg': 0.066, 'neu': 0.934, 'pos': 0.0, 'compound': -0.1779}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.33, 'Sad': 0.0, 'Fear': 0.33};
russia loses election three un bodies ukraine, {'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.3182}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
update fleeing ukrainian troops trying break blockade towards chasov yar coming heavy sustained fire russian forces reports artemovsk completely wagner pmc control russia ukraine artemovsk, {'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.34}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.17, 'Fear': 0.33};
breaking russia brazil lula lavrov april 17 russian foreign minister lavrov visit brazil brings 5ton diplomatic baggage currently stuck argentina cargo classified must delivered brazil within one week, {'neg': 0.069, 'neu': 0.931, 'pos': 0.0, 'compound': -0.25}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.5, 'Sad': 0.25, 'Fear': 0.25};
pentagon investigating ukraine war document marked topsecret appeared online russia the_pentagon ukraine, {'neg': 0.262, 'neu': 0.738, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
senior us treasury department official says coalition partners imposed sanctions russia invasion ukraine found effective ways communicate china providing material support russia, {'neg': 0.048, 'neu': 0.669, 'pos': 0.283, 'compound': 0.743}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
russia became thirdlargest oil supplier india 2022 making 15 percent total purchases read energynewsmonitor, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
jailed wall street journal reporter evan gershkovich formally charged spying russia breakingnews dailymail latestnews news tazamind todaynews, {'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.6124}, {'Happy': 0.33, 'Angry': 0.33, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.0};
make plan dine palestine aqsa along people ask cousins stop terrorism specifically ramadan dont play religion card blood palestineunderattack russia hsas right defence, {'neg': 0.302, 'neu': 0.65, 'pos': 0.048, 'compound': -0.8144}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.33, 'Fear': 0.67};
good person subtitlesselect languageautotranslate freeukraine putin mariupol stoprussia bakhmut stopputin kyiv kharkiv prayforukraine russia украина stopwar putinswar ukrainewar, {'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4404}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
breaking ukrainian forces artemovsk attempting flee panic ukrainian channels reports large amount ukraines troops heading towards chasov yar disarray russia ukraine, {'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.5106}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.17, 'Sad': 0.17, 'Fear': 0.67};
entire duration war russianfederation fired 4750 missiles ukraine $ 16 billion forbes russiaisanazistate ukrainewar russiaukrainewar russiainvadedukraine nafo ukrainekrieg ukraine russia russianukrainianwar putinpoopedhimself, {'neg': 0.283, 'neu': 0.717, 'pos': 0.0, 'compound': -0.8176}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
city prison central police station artemovsk wagner control stormtroopers already breached afu defensive line main tchaikovsky street artemovsk confirmed reports russia ukraine artemovsk, {'neg': 0.254, 'neu': 0.707, 'pos': 0.039, 'compound': -0.7964}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.2, 'Fear': 0.6};
circumstances us openly aims strategic defeat russia nobody expect moscow would maintain business usual including regard start treaty isnt obvious natural, {'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.6261}, {'Happy': 0.67, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.33};
guess ? 😋🍀🌿cannabiscommunity bitcoin cryptocurrency weedlovers weedsmokers cannabisverfolgungstop cannabislegalisierung russia weedlife 420friendly 420community ohioweed stoner stonerfam stonerchicks, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
crisis ucrania rusia russia ukraine 🇷🇺🇺🇦 another ukrainian hero denazified btw kievans bandera never even visited zhitomir much less kiev dnepropetrovsk odessa kharkov, {'neg': 0.143, 'neu': 0.732, 'pos': 0.125, 'compound': -0.128}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
makes happy 😊our easter promo sales still ! 🍀🌿🤗cannabiscommunity bitcoin cryptocurrency weedlovers weedsmokers cannabisverfolgungstop cannabislegalisierung russia weedlife 420friendly 420community ohioweed stoner stonerfam stonerchicks, {'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.6114}, {'Happy': 0.5, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.0};
chinese drones shaped war ukraine russia ukraine america china trumpmugshot, {'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
blinken rules ceasefire talks russia ukraine present ukraine russia moscow kyiv, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
vicechancellor germany called tougher measures circumvention sanctions russia circumvention germany russia berlin moscow, {'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.1779}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
end ukraine war petrodollar eu russian gas scott ritter russia ukraine america china trumpmugshot, {'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
president xi get nothing europe china supplies weapons russia absolutely nothing, {'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
putins visit chinas xi important russia ukraine america china trumpmugshot, {'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.2023}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
crisis ucrania rusia russia ukraine 🇷🇺🇺🇦 peskov leak secret documents ukraine social network russia doubts us🇺🇸 nato directly indirectly involved conflict, {'neg': 0.393, 'neu': 0.607, 'pos': 0.0, 'compound': -0.875}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.14, 'Sad': 0.14, 'Fear': 0.71};
uk firm exported $ 12 billion electronics russia potentially violating sanctions british firm mykines corporation reportedly exported $ 12 billion worth technical equipment russia since beginning fullscale invasion ukraine !, {'neg': 0.124, 'neu': 0.815, 'pos': 0.062, 'compound': -0.4389}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
ukraine war update russian messes navy hiding crimean buffer russia ukraine america china trump, {'neg': 0.337, 'neu': 0.663, 'pos': 0.0, 'compound': -0.7269}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.5, 'Sad': 0.0, 'Fear': 0.0};
course says yahoo russia, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
ok seen lot strong evidence uk media ukraine really majority horrifyingly racist level russia claims anyone actually convince havent backing wrong horse along, {'neg': 0.276, 'neu': 0.445, 'pos': 0.28, 'compound': -0.2173}, {'Happy': 0.2, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.2, 'Fear': 0.4};
ℹ️🎦 battle marinka afu militants came fire russian army suffered losses ukraine russia 🇺🇦🇷🇺, {'neg': 0.622, 'neu': 0.378, 'pos': 0.0, 'compound': -0.93}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
ukraine war footage american volunteer action war ukraine russia ukraine america china trumpmugshot, {'neg': 0.415, 'neu': 0.585, 'pos': 0.0, 'compound': -0.8316}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
enemies obviously gotten tentacles databases compromised individuals time hunt moles ! ! ! traitors spies war russia china chicoms, {'neg': 0.363, 'neu': 0.637, 'pos': 0.0, 'compound': -0.8392}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
ukraine war update : full frontline update bakhmut focus russia ukraine america china trumpmugshot, {'neg': 0.245, 'neu': 0.755, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
least ukraine one thing russians dont humor 😜🤣 russiaisanazistate ukrainewar russiaukrainewar russiainvadedukraine nafo ukrainekrieg ukraine russia russianukrainianwar putinpoopedhimself ukrainianarmy russian russiansoldiers nafofellas putler, {'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.2057}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
burkinafaso ousts french russias wagnergroup may arrive, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
crisis ucrania rusia russia ukraine 🇷🇺🇺🇦 explosions heard mariupol demining battlefield remains littered unexploded ordinance demining engineers ministry defense rosgvardiya ministry emergency situations seek dispose, {'neg': 0.292, 'neu': 0.66, 'pos': 0.047, 'compound': -0.8316}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.2, 'Sad': 0.0, 'Fear': 0.8};
ukraine war map day 85 86 update russian losses russian invasion ukraine map may 20 2022 russia ukraine america china trumpmugshot, {'neg': 0.338, 'neu': 0.662, 'pos': 0.0, 'compound': -0.8481}, {'Happy': 1.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.0};
best games xbox game pass loop hero via gamepass xbox loophero russia, {'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.8316}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
western europeans playing us 4 fools gladly let us spend $ 2 balance russia wheeling dealing china dont blame interest blame dcblob 4 suckers sell everyday americans, {'neg': 0.27, 'neu': 0.481, 'pos': 0.249, 'compound': -0.4035}, {'Happy': 0.33, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 0.67};
ukraine war footage 390 enemy shelling large cities donetsk region russia ukraine america china trump, {'neg': 0.363, 'neu': 0.637, 'pos': 0.0, 'compound': -0.8126}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 1.0, 'Sad': 0.0, 'Fear': 0.0};
ℹ️❗️ air raid alarms moment 🟠nikopol dnipropetrovsk russia ukraine 🇷🇺🇺🇦, {'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.2732}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.67, 'Sad': 0.0, 'Fear': 0.33};
russia moves nuclearweapons border finland nato adhesion finland never safer today moreover pay two percent gdp english nuclear weapons border nonatonowar stopnato, {'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.684}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
finland sweden scaring putin joining nato russia ukraine america china trumpmugshot, {'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 1.0, 'Fear': 0.0};
anna politkovskaya told truth could post bottom line lies universally told hide something get something russia putinfulltonto lot hide legitimate _democratic_ power hasnt hide much, {'neg': 0.262, 'neu': 0.662, 'pos': 0.076, 'compound': -0.5574}, {'Happy': 0.0, 'Angry': 0.5, 'Surprise': 0.0, 'Sad': 0.38, 'Fear': 0.12};
paranoid survive ukrane russia cobra, {'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.25}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.0, 'Fear': 1.0};
norway january * cigproblems andrejmedvedev russian, {'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
littlegreenmen nuclearwar nato russia ukraine depleteduranium ammunition battletanks fighterjets mininato tacticalnukes leaded nato ukraine war plans, {'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5994}, {'Happy': 0, 'Angry': 0, 'Surprise': 0, 'Sad': 0, 'Fear': 0};
comrade putin end want know future learn past average western consumer doesnt know much russia last 100 years read enlightened knowledge truth russia putinisawarcriminal ukrainewarnews ukraine, {'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7003}, {'Happy': 0.0, 'Angry': 0.0, 'Surprise': 0.0, 'Sad': 0.5, 'Fear': 0.5};
